"Tax_HotelID","Tax_HotelName","Tax_HotelAddress","Tax_City"
925,"AMERICAS BEST VALUE INN","220306 FARRIS GREEN RD","PORTER"
6830,"EXECUTIVE INN","1500 10TH ST","FLORESVILLE"
2664,"CHILL AT THE SHORES, LLC","6300 SEAWALL BLVD UNIT 9115","GALVESTON"
5172,"COMFORT SUITES UNIVERSITY","1902 E OVERLAND TRL","ABILENE"
14186,"TOWNHOUSE SUITES","4150 INDEPENDENCE DR","DALLAS"
11531,"RELAX INN","800 US 59 LOOP SOUTH","LIVINGSTON"
6855,"EXECUTIVE INN","8250 WEST FWY","WHITE SETTLEMENT"
5884,"COURTYARD BY MARRIOTT FORT WORTH DOWNTOWN","601 MAIN ST","FORT WORTH"
8400,"HOME2 SUITES BY HILTON - LEGACY","6300 TENNYSON PKWY","PLANO"
14170,"TOWNEPLACE SUITES FORT WORTH NW, LAKE WORTH","2925 ROYALTY LN","FORT WORTH"
14260,"TRAVELODGE INN & SUITES","3821 N PANAM EXPY","SAN ANTONIO"
9669,"LBJ LAKE HOUSE","1601 COUNTY ROAD 118B","BURNET"
1953,"BLUE ISLE LAKE HOUSE","141 WEB ISLE DR","GRANITE SHOALS"
6817,"EVERKLEEN MOTEL","1306 ROOSEVELT AVE","SAN ANTONIO"
534,"6543 ENRIQUE M BARRERA PKWY","6543 ENRIQUE M BARRERA PKWY","SAN ANTONIO"
860,"AMERICA'S BEST VALUE INN","2436 HWY 287 SOUTH","BOWIE"
8226,"HOLIDAY INN EXPRESS AND SUITE","5618 7TH ST","BAY CITY"
5145,"COMFORT SUITES ARLINGTON","411 ROAD TO SIX FLAGS ST W","ARLINGTON"
7036,"FAIRFIELD INN AND SUITES - EL PASO AIRPORT","6611 EDGEMERE BLVD","EL PASO"
2330,"CANDLEWOOD SUITES","9015 BROADWAY ST","PEARLAND"
1753,"BEST WESTERN PALESTINE INN","1601 W PALESTINE AVE","PALESTINE"
1826,"BEST WESTERN RED RIVER INN","1008 SHEPPARD RD","BURKBURNETT"
14008,"THE WESTIN HOUSTON MEDICAL CENTER","1709 DRYDEN RD","HOUSTON"
14156,"TOWNEPLACE SUITES AUSTIN NORTH/TECH RIDGE","12427 TECH RIDGE BLVD","AUSTIN"
11573,"RESIDENCE INN-AUSTIN AIRPORT","3201 CASEYBRIDGE CT","AUSTIN"
1796,"BEST WESTERN PLUS LAKE WORTH INN & SUITES","3920 BOAT CLUB RD","LAKE WORTH"
12494,"SIEGEL SUITES SAN ANTONIO","3855 N PANAM EXPY","SAN ANTONIO"
182,"1450 LODGING LLC","527 FM 1450","PECOS"
7007,"FAIRFIELD INN & SUITES - PASADENA","3640 E SAM HOUSTON PKWY S","PASADENA"
122,"12020 S SAM HOUSTON PKWY E","12020 S SAM HOUSTON PKWY E","HOUSTON"
12719,"SOUTHERN US STATES INVESTMENTS LLC","203 OUTLET DR","HILLSBORO"
923,"AMERICAS BEST VALUE INN","210 HERITAGE PKWY","GUN BARREL CITY"
577,"8711 NORTH SAM HOUSTON","8711 N SAM HOUSTON PKWY E","HUMBLE"
6357,"DIYA PROSPERITY GROUP LLC","2210 W FM 544","WYLIE"
824,"ALVIN EXTENDED STAY MOTEL","404 E HIGHWAY 6","ALVIN"
2660,"CHIJMES DALLAS, LLC","945 N ZANG BLVD","DALLAS"
16491,"WESTON INN & SUITES","590 N DICKINSON DR","RUSK"
13396,"SUPERIOR LODGING KERMIT LLC","514 E DALLAS ST","KERMIT"
16409,"WALNUT CANYON CABINS","503 DEER RD","FREDERICKSBURG"
8695,"HYATT PLACE ROCKWALL","1600 LA JOLLA POINTE DR","ROCKWALL"
6196,"DAYS INN BEAUMONT","2155 N 11TH ST","BEAUMONT"
433,"4213 SOUTH FREEWAY","4213 SOUTH FWY","FORT WORTH"
13276,"SUPER 8","3432 INTERSTATE 20","STANTON"
16434,"WATERWALK","2220 N GLENVILLE DR","RICHARDSON"
11550,"RENAISSANCE-DALLAS/ADDISON HOTEL","15201 DALLAS PKWY","ADDISON"
8152,"HOLIDAY INN EXPRESS - CHAMPIONS","4434 CYPRESS CREEK PKWY","HOUSTON"
12907,"STANTON INN & SUITES","3394 INTERSTATE 20","STANTON"
7792,"HAWTHORNE SUITES","4435 MARSHA SHARP FWY","LUBBOCK"
7594,"HALF MOON","206 STARFISH ST","SURFSIDE BEACH"
13456,"SURFSIDE DREAM","123 BEACH DR","SURFSIDE BEACH"
12382,"SEE THE SEA","103 BEACH DR","FREEPORT"
7559,"GULF WINDS","614 BEACH DR","SURFSIDE BEACH"
7851,"HIDE-A-WAY","514 BEACH DR","FREEPORT"
10862,"PANASEA","406 BEACH DR","SURFSIDE BCH"
7533,"GULF BREEZE","322 BEACH DR","SURFSIDE BCH"
13908,"THE PLAYA'S","314 BEACH DR","SURFSIDE BCH"
7185,"FLOUNDER HOLE","122 BEACH DR","SURFSIDE BCH"
12271,"SEA WITCH","218 JETTYVIEW RD","SURFSIDE BCH"
11119,"POCO LOCO","407 SEA SHELL","FREEPORT"
10220,"MINT JULEP","203 SEA SHELL","FREEPORT"
1488,"BEACH VIEW","303 JETTYVIEW RD","FREEPORT"
14077,"TIME BANDIT","319 CAISSON ST","FREEPORT"
15201,"TURTLE BAY","319 TEXAS ST","FREEPORT"
7371,"GET-A-WAVE","310 OYSTER ST","FREEPORT"
12223,"SEA GOOSE","441 SEABEAN ST","FREEPORT"
15226,"TWIN PALMS","1222 MONUMENT DR","FREEPORT"
13664,"THE BEACON","202 OCEAN AVE","FREEPORT"
7489,"GREY GOOSE","206 OCEAN AVE","FREEPORT"
15209,"TUSCAN SUN","125 DRIFTWOOD CT","FREEPORT"
1580,"BELLA VISTA","110 CORAL CT","FREEPORT"
1982,"BLUE WAVE","601 WAVE CT","FREEPORT"
9642,"LAS PALMAS","130 HOWARD AVE","FREEPORT"
5039,"COME TO THE WELL","107 HOWARD AVE","FREEPORT"
12328,"SEAS THE DAY","111 HOWARD AVE","FREEPORT"
10493,"NEW MOON","115 HOWARD AVE","FREEPORT"
13840,"THE LIGHTHOUSE","127 HOWARD AVE","FREEPORT"
15228,"TWIN PALMS SEASTA","123 HOWARD AVE","FREEPORT"
6789,"ENDLESS SUNSETS","142 HOWARD AVE","FREEPORT"
1416,"BEACH BEAGLE","988 BLUE WATER HWY","FREEPORT"
16685,"WYNDSWEPT","922 BLUE WATER HWY","FREEPORT"
7408,"GONE COASTAL","984 BLUE WATER HWY","FREEPORT"
12336,"SEAS THE MOMENT","986 BLUE WATER HWY","FREEPORT"
8911,"ISLAND TIMES","1026 BLUE WATER HWY","FREEPORT"
13555,"TEX-ANN","1030 BLUE WATER HWY","FREEPORT"
9981,"MANGO TANGO","1014 BLUE WATER HWY","FREEPORT"
10090,"MELLOW YELLOW","1038 BLUE WATER HWY","FREEPORT"
11958,"SALT-AIRE","131 SALTGRASS AVE","FREEPORT"
5204,"CONEY ISLAND","118 YUCCA AVE","FREEPORT"
7173,"FLIP FLOP VILLA","126 YUCCA AVE","FREEPORT"
11900,"SAFARI","111 COCONUT RD","FREEPORT"
5003,"COCONUT","107 COCONUT RD","FREEPORT"
13687,"THE BOAT HOUSE","103 COCONUT RD","FREEPORT"
7296,"GABLES","103 SOUTHWIND DR","FREEPORT"
12682,"SOUNDWAVES","105 NESMITH PL","FREEPORT"
10062,"MAUI","106 NESMITH PL","FREEPORT"
13661,"THE BEACH HOUSE","2022 BLUE WATER HWY","FREEPORT"
1122,"AQUATIC NIGHTS","111 VELASCO SHRS","SURFSIDE BCH"
6498,"EAGLES NEST","2422 BLUE WATER HWY","FREEPORT"
12341,"SEASCAPE","2706 SWAN CT","FREEPORT"
12353,"SEASHELL COVE","2702 SWAN CT","FREEPORT"
2473,"CASA D'S","2622 SWAN CT","FREEPORT"
14039,"THREE PALMS","2723 SWAN CT","FREEPORT"
12025,"SAND CASTLE","101 STANEK DR","FREEPORT"
1278,"BAREFOOT DAYS","105 STANEK DR","FREEPORT"
12575,"SOL MATE","2927 BLUE WATER HWY","FREEPORT"
2676,"CHRISTINA'S HEAVEN","4619 BLUE WATER HWY","FREEPORT"
12319,"SEAHORSE ONE","5234 BLUE WATER HWY","FREEPORT"
12221,"SEA GLASS","5318 BLUEWATER HWY","FREEPORT"
1938,"BLUE CRAB","218 POMPANO LN","FREEPORT"
7141,"FISH ON","104 MARLIN LN","FREEPORT"
7146,"FISHERMAN'S PARADISE","82 DOLPHIN LN","FREEPORT"
12811,"SPONGE BOB","800 FORT VELASCO DR","FREEPORT"
13870,"THE MERMAID'S TALE","110 SKIMMER CT","FREEPORT"
10905,"PARKVIEW","308 PARKVIEW RD","FREEPORT"
6110,"DAVE'S WAVES","621 WAVE CT","FREEPORT"
5240,"CORNAA","406 FORT VELASCO DR","FREEPORT"
758,"ALL DECKED OUT","1211 FORT VELASCO DR","FREEPORT"
2246,"CALYPSO","102 STANEK DR","FREEPORT"
16376,"VISTA DEL MAR","4519 BLUE WATER HWY","FREEPORT"
11476,"REEL EXTREME","118 POMPANO LN","FREEPORT"
12572,"SNAPPER SEASON","130 SNAPPER LN","FREEPORT"
2043,"BREAKERS EDGE","910 BEACH DR","FREEPORT"
6363,"DOCK OF THE BAY","515 BAY AVE","FREEPORT"
13418,"SURF INN","1034 SWAN CT","FREEPORT"
6334,"DIAMOND HEAD II","2934 BLUE WATER HWY","FREEPORT"
11016,"PETE'S RETREAT","4434 BLUE WATER HWY","FREEPORT"
7548,"GULF PALACE","5230 BLUE WATER HWY","FREEPORT"
11963,"SALT LIFE","315 POMPANO LN","FREEPORT"
13963,"THE SNOOK","111 MAR VISTA CT","FREEPORT"
11297,"R9 BEACH","101 PELICAN PL APT 8","FREEPORT"
1481,"BEACH SIDE","101 PELICAN PL APT 5","FREEPORT"
9235,"LA CASA MORADA","135 DETENBECK AVE","FREEPORT"
16432,"WATERS EDGE VILLA","403 FORT VELASCO DR","FREEPORT"
1389,"BAYOU OAKS","419 BAYOU OAKS","FREEPORT"
16144,"UTOPIA TREEHOUSES LLC DBA TREEHOUSE UTOPIA","1596 COUNTY ROAD 360","UTOPIA"
734,"AJJK,INC","4646 MCKINNEY AVE","DALLAS"
731,"AJJK,INC","1701 PAYNE ST","DALLAS"
735,"AJJK,INC","5280 CAROLINE ST","HOUSTON"
733,"AJJK,INC","2801 WATERWALL DR","HOUSTON"
729,"AJJK,INC","1100 S LAMAR BLVD","AUSTIN"
736,"AJJK,INC","615 W 7TH ST","AUSTIN"
732,"AJJK,INC","2700 TRAVIS ST","HOUSTON"
730,"AJJK,INC","1475 TRAVIS ST","HOUSTON"
9909,"LYRIC HOSPITALITY","1001 ROSS AVE","DALLAS"
9912,"LYRIC HOSPITALITY","3501 ROSS AVE","DALLAS"
9911,"LYRIC HOSPITALITY","300 N AKARD ST","DALLAS"
9913,"LYRIC HOSPITALITY","800 ROSS AVE","DALLAS"
9910,"LYRIC HOSPITALITY","2370 VICTORY AVE","DALLAS"
9914,"LYRIC HOSPITALITY INC","1625 MAIN ST","HOUSTON"
684,"AC HOTEL BY MARRIOTT HOUSTON DOWNTOWN","723 MAIN ST","HOUSTON"
539,"7 OAKS LODGING","6696 RM 853","SAN ANGELO"
8925,"ITS AUSTIN GRAND","2006 GRAND AVENUE PKWY","AUSTIN"
6159,"DAYS INN & SUITES","10137 NORTH FWY","HOUSTON"
6091,"DALWORTH INN","812 E FELIX ST","FORT WORTH"
1801,"BEST WESTERN PLUS MID COUNTY","7550 ANCHOR DR","PORT ARTHUR"
8483,"HOMEWOOD SUITES KINGWOOD","23320 US 59 NORTH","KINGWOOD"
13281,"SUPER 8","4397 SAYLES BLVD","ABILENE"
11286,"QUALITY SUITES UNIVERSITY EL PASO","949 SUNLAND PARK DR","EL PASO"
12540,"SLEEP IN UNIVERSITY EL PASO","953 SUNLAND PARK DR","EL PASO"
7702,"HAMPTON INN HOUSTON-HOBBY AIRPORT","8620 AIRPORT BLVD","HOUSTON"
5918,"COURTYARD HOUSTON NORTH","16500 HEDGECROFT DR","HOUSTON"
7021,"FAIRFIELD INN & SUITES HOUSTON THE WOODLANDS","16850 INTERSTATE 45 S","CONROE"
11616,"RESIDENCE INN HOUSTON NORTH","655 N SAM HOUSTON PKWY E","HOUSTON"
11617,"RESIDENCE INN HOUSTON NORTHWEST/WILLOWBROOK","7311 W GREENS RD","HOUSTON"
11013,"PERMIAN LODGING PECOS LLC","519 FM 1450","PECOS"
5066,"COMFORT SUITE HOBBY AIRPORT","9120 AIRPORT BLVD","HOUSTON"
510,"603 WEST MAIN STREET","603 W MAIN ST","TOMBALL"
2305,"CANDLEWOOD SUITES","2009 US HIGHWAY 181","PORTLAND"
14138,"TOWNE PLACE SUITES BY MARRIOTT","5005 WHITESTONE LN","PLANO"
1717,"BEST WESTERN INN & SUITES FORT WORTH","201 W LOOP 820 N","FORT WORTH"
11492,"REGENCY INN","3101 E SURFSIDE BLVD","CORPUS CHRISTI"
13108,"SUITES AT SUNCHASE","1004 PADRE BLVD","SOUTH PADRE ISLAND"
7913,"HILTON DALLAS - ROCKWALL LAKEFRONT","2055 SUMMER LEE DR","ROCKWALL"
11012,"PERMIAN LODGING ORLA LLC","7 COUNTY ROAD 433","ORLA"
13308,"SUPER 8 BY WYNDHAM","5224 FM 2920 RD","SPRING"
1803,"BEST WESTERN PLUS PFLUGERVILLE","16101 IMPACT WAY","PFLUGERVILLE"
11255,"QUALITY INN AND SUITES","2700 CHERRY LN","FORT WORTH"
14287,"TRIPLE J&T, LLC","227 W MORNINGSIDE DR","SOUTH PADRE ISLAND"
6088,"DALLAS/PLANO MARRIOTT AT LEGACY TOWN CENTER","7121 BISHOP RD","PLANO"
7465,"GRATITUDE BUS LLC","5700 MOOSE JAW CIR # A","WACO"
14316,"TRU BY HILTON","200 OLIVIA DR","TERRELL"
13048,"STUDIO 6","2514 BALCH SPRINGS RD","BALCH SPRINGS"
8981,"JGL QUALITY HOLDINGS, LLC","19927 RIO VILLA DR","HOUSTON"
8978,"JGL QUALITY HOLDINGS, LLC","1111 IVY WALL DR","HOUSTON"
8980,"JGL QUALITY HOLDINGS, LLC","19921 RIO VILLA DR","HOUSTON"
8979,"JGL QUALITY HOLDINGS, LLC","19915 RIO VILLA DR","HOUSTON"
8553,"HOTEL INDIGO","830 N SAINT MARYS ST","SAN ANTONIO"
13090,"STUDIO 6 NORTHWEST HWY","2395 STEMMONS TRL","DALLAS"
1214,"AVALON MOTEL","2242 JACKSBORO HWY","FORT WORTH"
7933,"HILTON GARDEN INN","3755 INTERSTATE 10 S","BEAUMONT"
5065,"COMFORT SUITE","755 E VISTA RIDGE MALL DR","LEWISVILLE"
9472,"LA QUINTA INNS & SUITES ALLEN AT THE VILLAGE","1220 CENTRAL EXPY N","ALLEN"
5051,"COMFORT INN AND SUITES FM 1960 -CHAMPIONS","3555 CYPRESS CREEK PKWY","HOUSTON"
7711,"HAMPTON INN LAREDO","7903 SAN DARIO AVE","LAREDO"
8468,"HOMEWOOD SUITES BY HILTON DALLAS-DFW AIRPORT N-GRA","2214 W GRAPEVINE MILLS CIR","GRAPEVINE"
8467,"HOMEWOOD SUITES BY HILTON DALLAS-ARLINGTON","2401 ROAD TO SIX FLAGS ST E STE E","ARLINGTON"
8466,"HOMEWOOD SUITES BY HILTON CORPUS CHRIST","5201 CROSSTOWN EXPY","CORPUS CHRISTI"
11611,"RESIDENCE INN EL PASO","6355 GATEWAY BLVD W","EL PASO"
11618,"RESIDENCE INN HOUSTON THE WOODLANDS/MKT ST","9333 SIX PINES DR","THE WOODLANDS"
5907,"COURTYARD DALLAS LEWISVILLE","2701 LAKE VISTA DR","LEWISVILLE"
14176,"TOWNEPLACE SUITES LUBBOCK","5310 W LOOP 289","LUBBOCK"
2358,"CANDLEWOOD SUITES HOUSTON WESTCHASE-WESTHEIMER","11280 WESTHEIMER RD","HOUSTON"
1064,"APARTMENT JET , INC.","2415 S UNIVERSITY PARKS DR","WACO"
1069,"APARTMENT JET INC","1321 S 11TH ST","WACO"
1078,"APARTMENT JET INC","301 BRAZOS ST STE 150","AUSTIN"
1080,"APARTMENT JET INC","301 BRAZOS ST UNIT 1018","AUSTIN"
1079,"APARTMENT JET INC","301 BRAZOS ST UNIT 101","AUSTIN"
1082,"APARTMENT JET INC","301 BRAZOS ST UNIT 1523","AUSTIN"
1097,"APARTMENT JET INC.","301 BRAZOS ST UNIT 1417","AUSTIN"
1075,"APARTMENT JET INC","2888 NASH ST","BRYAN"
1063,"APARTMENT HET INC","2411 FONDREN RD","HOUSTON"
1088,"APARTMENT JET INC","423 BLUE STAR","SAN ANTONIO"
1095,"APARTMENT JET INC","8181 FANNIN ST","HOUSTON"
1081,"APARTMENT JET INC","301 BRAZOS ST UNIT 1203","AUSTIN"
1083,"APARTMENT JET INC","301 BRAZOS ST UNIT 615","AUSTIN"
1084,"APARTMENT JET INC","301 BRAZOS ST UNIT 817","AUSTIN"
1074,"APARTMENT JET INC","1717 TOOMEY RD","AUSTIN"
1087,"APARTMENT JET INC","418 COLLEGE MAIN","COLLEGE STATION"
1096,"APARTMENT JET INC","825 USENER ST","HOUSTON"
1068,"APARTMENT JET INC","12300 RIATA TRACE PKWY","AUSTIN"
1085,"APARTMENT JET INC","302 COBIA DR","KATY"
1073,"APARTMENT JET INC","1615 SAWDUST RD","THE WOODLANDS"
1086,"APARTMENT JET INC","3645 WELLBORN RD","BRYAN"
1071,"APARTMENT JET INC","1350 N GREENVILLE AVE","RICHARDSON"
1076,"APARTMENT JET INC","2910 MILAM ST","HOUSTON"
1072,"APARTMENT JET INC","1414 WOOD HOLLOW DR","HOUSTON"
1065,"APARTMENT JET INC","10402 TOWN AND COUNTRY WAY","HOUSTON"
1070,"APARTMENT JET INC","1338 CHRISTOPHER AVE","ROUND ROCK"
1092,"APARTMENT JET INC","6000 W RAYFORD RD","SPRING"
1066,"APARTMENT JET INC","1111 S MAIN ST","CARROLLTON"
1090,"APARTMENT JET INC","4500 STEINER RANCH BLVD","AUSTIN"
1093,"APARTMENT JET INC","6255 FRISCO SQUARE BLVD","FRISCO"
1077,"APARTMENT JET INC","3001 CRYSTAL SPGS","BEDFORD"
1067,"APARTMENT JET INC","120 TURTLE CREEK BLVD","DALLAS"
1089,"APARTMENT JET INC","4300 HORIZON NORTH PKWY","DALLAS"
1091,"APARTMENT JET INC","4800 KELLER SPRINGS RD","ADDISON"
1094,"APARTMENT JET INC","8169 MIDTOWN BLVD","DALLAS"
16407,"WALKER SUNDOWN","221 SUNDOWN RDG","AUSTIN"
14152,"TOWNEPLACE SUITES","6807 W INTERSTATE 40","AMARILLO"
16597,"WINNIE INN SUITES AND RV PARK","205 SPUR 5 # 124","WINNIE"
13241,"SUPER 7 INN","138 N WW WHITE RD","SAN ANTONIO"
12815,"SPRING CITY INN","1109 N AYLESFORD ST","BIG SPRING"
1366,"BAYMONT INN & SUITES","8107 NE ZAC LENTZ PKWY","VICTORIA"
1378,"BAYMONT INN AND SUITES","1604 STATE HIGHWAY 34 S","TERRELL"
5124,"COMFORT SUITES","617 LAS PALMAS BLVD","COTULLA"
1355,"BAYMONT INN & SUITES","1808 W COMAL ST","PEARSALL"
12929,"STATE MOTEL","207 S SUNSET STRIP ST","KENEDY"
11416,"RED ROOF INN","11400 CHITO SAMANIEGO DR","EL PASO"
8029,"HOLIDAY EXPRESS INN & SUITES","600 N STEMMONS ST","SANGER"
8661,"HYATT HOUSE HOTEL - AUSTIN DOWNTOWN","901 NECHES ST","AUSTIN"
8208,"HOLIDAY INN EXPRESS & SUITES DRIPPING SPRINGS","333 W HIGHWAY 290","DRIPPING SPRINGS"
11228,"QUALITY INN & SUITES","2117 N MAIN ST","CLEBURNE"
11339,"RAMADA INN","1507 US HWY 287 SOUTH","DECATUR"
9179,"KNIGHTS INN","110 W INTERSTATE 20","ODESSA"
8612,"HOUSTON TOWERS","2309 WICHITA ST","HOUSTON"
8377,"HOME 2/TRU BY HILTON","2570 STATE HIGHWAY 121","EULESS"
8183,"HOLIDAY INN EXPRESS & SUITES","491 AGNES ST","BASTROP"
9851,"LOTUS INN","11510 BAMMEL NORTH HOUSTON RD","HOUSTON"
242,"1821 E SARAH DEWITT DRIVE/TEXAS LODGE","1821 E SARAH DEWITT DR","GONZALES"
237,"1811 E. SARAH DEWITT DRIVE/BEST WESTERN REGENCY","1811 E SARAH DEWITT DR","GONZALES"
14321,"TRU BY HILTON","5252 MEMORIAL DR","THE COLONY"
11735,"RIVERBEND IN CONCAN, LLC","32710 N US HIGHWAY 83","CONCAN"
9434,"LA QUINTA INN AND SUITES","1513 OLD BRANDON RD","HILLSBORO"
16139,"UPPER DECK HOTEL & BAR, LLC","120 E ATOL ST","SOUTH PADRE ISLAND"
12989,"STAYBRIDGE SUITES PLANO FRISCO","8355 PARKWOOD BLVD","PLANO"
11485,"REGENCY INN","1023 N HARBORTH AVE","THREE RIVERS"
561,"7F LODGE AND EVENTS, LLC","16611 ROYDER RD","COLLEGE STATION"
1046,"ANTELOPE LODGE","2310 W HIGHWAY 90","ALPINE"
1900,"BIMINI HOUSE-VRBO ID 1055870","26 BIMINI DR","ROCKPORT"
8370,"HOME 2 SUITES BY HILTON","5274 S PADRE ISLAND DR","CORPUS CHRISTI"
7615,"HAMPTON INN","2201 CAMP DR","MIDLAND"
8290,"HOLIDAY INN EXPRESS HUTTO","323 ED SCHMIDT BLVD","HUTTO"
14006,"THE WESTIN DALLAS FORT WORTH AIRPORT","4545 W JOHN CARPENTER FWY","IRVING"
5068,"COMFORT SUITES","105 KARL KESSLER BLVD","MINERAL WELLS"
11411,"RED LION INN AND SUITES","6801 HIGHWAY 180 E","MINERAL WELLS"
5135,"COMFORT SUITES","810 INTERSTATE 35 N","WACO"
16295,"VILINA HOTEL,LP","4325 S PADRE ISLAND DR","CORPUS CHRISTI"
13038,"STUDIO 6","13213 EAST FWY","HOUSTON"
16431,"WATERS EDGE TTHC LLC","12922 LONGSTREET RD","WILLIS"
7974,"HILTON GARDEN INN GRAPEVINE","2200 BASS PRO DR","GRAPEVINE"
6559,"ECONOLODGE KILEEN","606 E CENTRAL TEXAS EXPY","KILLEEN"
16138,"UPLAND INN","1525 UPLAND RD","SAN ANTONIO"
10370,"MOTEL 9","9017 SAN DARIO AVE","LAREDO"
14000,"THE WALNUT HOTEL","11069 COMPOSITE DR","DALLAS"
5175,"COMFORT SUITES, MIDLAND","5606 WESTRIDGE BLVD","MIDLAND"
2233,"CACTUS INN & SUITES","1211 E BUSINESS 190","COPPERAS COVE"
8250,"HOLIDAY INN EXPRESS GRANBURY","1515 N PLAZA DR","GRANBURY"
13909,"THE PLAZA HOTEL PIONEER PARK","106 W MILLS AVE","EL PASO"
4877,"CITY ON A HILL AT SPRING CREEK","2918 USENER","FREDERICKSBURG"
5160,"COMFORT SUITES LAKE JACKSON","296 ABNER JACKSON PKWY","LAKE JACKSON"
7034,"FAIRFIELD INN AND SUITES","4209 MALL LN","TEXARKANA"
14142,"TOWNE PLACE SUITES LEWISVILLE","731 E VISTA RIDGE MALL DR","LEWISVILLE"
12877,"SPRINGHILL SUITES WESTCHASE","5851 ROGERDALE RD","HOUSTON"
8960,"JAVELINA HIDEOUT","3743 HIGHLANDER AVE","ALPINE"
4902,"CLASSIC INN","607 EARLY BLVD","EARLY"
12973,"STAYBRIDGE SUITES AUSTIN SOUTH IH-35","901 LITTLE TEXAS LN # F","AUSTIN"
11517,"RELAX INN","106 E PARSONS ST","MANOR"
10563,"OCEAN LOOKOUT","2075 SAND POINT CIR","PORT ARANSAS"
8094,"HOLIDAY INN EXPRESS","1800 S US HIGHWAY 385","ODESSA"
14155,"TOWNEPLACE SUITES (1-20) MIDLAND, TX","912 CRUMP ST","MIDLAND"
9433,"LA QUINTA INN AND SUITES","1195 EARL RUDDER FWY S","COLLEGE STATION"
13292,"SUPER 8","8926 WEST RD","HOUSTON"
6849,"EXECUTIVE INN","4401 AVENUE Q","LUBBOCK"
13224,"SUNSET SQUARE","1604 38TH ST","LUBBOCK"
14362,"TURNER ADVENTURES, INC.","9266 BANDERA CREEK RD","BANDERA"
1763,"BEST WESTERN PLUS","165 E COURTLAND ST","VIDOR"
5117,"COMFORT SUITES","5100 7TH ST","BAY CITY"
6838,"EXECUTIVE INN","2111 W MAIN ST","GUN BARREL CITY"
5029,"COLTON HOUSE HOTEL","2510 S CONGRESS AVE","AUSTIN"
6178,"DAYS INN & SUITES","6190 GULF FWY","HOUSTON"
8569,"HOTEL SANCHO PANZA, LLC","610 N SANTA FE ST","EL PASO"
8229,"HOLIDAY INN EXPRESS AND SUITES","2205 BARKER OAKS DR","HOUSTON"
9447,"LA QUINTA INN AND SUITES - TOMBALL","14000 MEDICAL COMPLEX DR","TOMBALL"
11330,"RAMADA","6200 PADRE BLVD","S PADRE ISLE"
10019,"MARIO CHAPA","1109 E RIVERSIDE DR","AUSTIN"
1023,"ANDREA WOLFE","1195 ANGELINA ST UNIT B","AUSTIN"
9743,"LISBERGER DANIEL Y LIVING TRUST","1407 HOLLY ST # A","AUSTIN"
10152,"MICHAEL BIESMAN","1906 E 17TH ST","AUSTIN"
7421,"GORDON AND BILYEU PROPERTIES","2011 ALAMEDA DR","AUSTIN"
2282,"CAMPUS & CENTRAL PROPERTIES","206 E 31ST ST","AUSTIN"
1878,"BIG CATSLE PROPERTIES LLC","2206 ALEXANDER AVE","AUSTIN"
970,"AMIR TALAKOUB","2210 SCHRIBER ST # B","AUSTIN"
10440,"NATHAN HOFFMAN","2314 S 5TH ST","AUSTIN"
12041,"SANDHYA SHARMA","2401 E 9TH ST UNIT B","AUSTIN"
9081,"KELLY GRIFFIN","3015 GARWOOD ST","AUSTIN"
7812,"HELEN CAWLEY","3010 E 18TH 1/2 ST","AUSTIN"
7524,"GUEST HOUSE HOUSTON-CYPRESS","10813 HUFFMEISTER RD","HOUSTON"
2315,"CANDLEWOOD SUITES","315 E RIECK RD","TYLER"
8924,"ITALY INN","101 L R CAMPBELL RD","ITALY"
8364,"HOME 2 SUITES","2106 S 31ST ST","TEMPLE"
8598,"HOUSTON HOLIDAY INN","4606 WESTWAY PARK BLVD","HOUSTON"
8609,"HOUSTON NW HAMPTON INN","20035 NORTHWEST FWY","JERSEY VILLAGE"
14018,"THE WILLIAM","170 S MAIN ST","BOERNE"
16626,"WOODSPRING SUITES EL PASO AIRPORT","3610 JOE BATTLE BLVD","EL PASO"
1209,"AUSTIN SUITES HOTEL","8300 N INTERSTATE 35","AUSTIN"
6521,"ECONO LODGE","12519 COLEMANS WAY","HOUSTON"
351,"2861 CINEMA RIDGE","2861 CINEMA RDG","SAN ANTONIO"
10186,"MICROTEL INN NASA","1620 NASA PKWY # 1","HOUSTON"
6061,"CYPRESS INN & SUITES","4726 FM 1960 RD W","HOUSTON"
12506,"SILVER SPUR RESORT","13785 STATE HIGHWAY 19","CANTON"
10201,"MIDTOWN INN","1295 N 11TH ST","BEAUMONT"
7452,"GRAND MAGNUSON AND CONFERENCE CENTER","3310 TROUP HWY","TYLER"
1760,"BEST WESTERN PLUS","14753 NORTH FWY","HOUSTON"
13096,"STUDIO 6 WHITE SETTLEMENT-WEST MEDICAL CENTER","7888 I-30W","WHITE SETTLEMENT"
6545,"ECONO LODGE/QUALITY INN & SUITES","715 HIGHWAY 6 S","HOUSTON"
11334,"RAMADA GIDDINGS","4002 E AUSTIN ST","GIDDINGS"
2288,"CANDELEWOOD SUITES","501 E GOODNIGHT AVE","ARANSAS PASS"
8650,"HUNTER HOUSE INN AND SUITES","314 HIGHWAY 39","INGRAM"
11007,"PERFECT ALTAMESA HOSPITALITY LLC","6450 SOUTH FWY","FORT WORTH"
7189,"FLYING L DUDE RANCH, LLC","675 FLYING L DR","BANDERA"
