"Tp_HotelID","Tp_HotelName","Tp_HotelAddress","Tp_City"
558146,"Americas Best Value Inn-Houston I-45/Loop 610","4515 Airline Dr"," HOUSTON"
10540505,"Regency Inn and Suites","12349 FM 1960 Rd W"," HOUSTON"
19414670,"Fairfield Inn & Suites Houston Katy","22100 Grand Corner Dr"," HOUSTON"
107783,"Comfort Suites Bush Intercontinental Airport","15555 John F Kennedy Blvd"," HOUSTON"
107859,"Comfort Suites - Near the Galleria","6221 Richmond Ave"," HOUSTON"
98964,"Holiday Inn Houston Hobby Airport","8611 Airport Blvd"," HOUSTON"
3627162,"Holiday Inn Express Hotel & Suites Houston Energy Corridor-W Oaks","2205 Barker Oaks Dr"," HOUSTON"
14024993,"Holiday Inn & Suites Houston NW - Willowbrook","18530 State Highway 249"," HOUSTON"
8075238,"Palacio Royale Inn Houston NW","10654 W Little York Rd"," HOUSTON"
108047,"Rodeway Inn & Suites Hwy 290 NW","4760 Sherwood Ln"," HOUSTON"
258635,"InTown Suites Extended Stay Houston","12010 Kuykendahl Rd"," HOUSTON"
223157,"OYO Houston Brookhollow","12439 Northwest Fwy Hwy 290"," HOUSTON"
99131,"Rodeway Inn and Suites Medical Center Houston","6712 Morningside Dr"," HOUSTON"
258636,"The Sam Houston, Curio Collection by Hilton","1117 Prairie St"," HOUSTON"
7175858,"Staybridge Suites Houston I-10 West-Beltway 8","3251 W Sam Houston Pkwy N"," HOUSTON"
244310,"Motel 6 Houston - Hobby TX","9005 Airport Blvd I-45 to Airport Blvd Exit #36"," HOUSTON"
1724101,"Airway Inn","2221 Greens Rd"," HOUSTON"
224443,"Homewood Suites by Hilton Houston Kingwood","23320 Highway 59 N"," HOUSTON"
244313,"Memorial Inn","2900 W Sam Houston Pkwy S"," HOUSTON"
2673301,"Moonlight Suites","15355 W Hardy Rd"," HOUSTON"
1164945,"Comfort Inn & Suites SW Houston Sugarland","11050 Southwest Fwy"," HOUSTON"
98955,"Quality Inn Mercury Drive","828 Mercury Dr"," HOUSTON"
1205162,"Element Houston Vintage Park","14555 Vintage Preserve Pkwy"," HOUSTON"
2216547,"WoodSpring Suites Houston Willowbrook","18929 Tomball Pkwy"," HOUSTON"
10517328,"Four Points By Sheraton Houston Energy Corridor","18861 Katy Fwy Barker Cypress Rd"," HOUSTON"
1645644,"Fairfield Inn & Suites Houston Intercontinental Airport","4025 Interwood N Pkwy"," HOUSTON"
108057,"Sonesta ES Suites Houston - NASA Clear Lake","525 Bay Area Blvd"," HOUSTON"
223152,"Hampton Inn Houston - Willowbrook Mall","7645 West FM 1960"," HOUSTON"
7767210,"Residence Inn Houston Northwest/Cypress","10456 Huffmeister Rd"," HOUSTON"
12716229,"Houston Towers","2309 Wichita St"," HOUSTON"
107867,"Residence Inn Houston Westchase on Westheimer","9965 Westheimer @ Elmside"," HOUSTON"
20302054,"Hyatt Place Houston / Downtown","1114 Texas Ave"," HOUSTON"
8529159,"SpringHill Suites Houston Hwy. 290/NW Cypress","20350 Northwest Fwy"," HOUSTON"
223175,"Red Roof Inn Houston - Brookhollow","12929 Northwest Fwy"," HOUSTON"
1863251,"Holiday Inn Houston West-Westway Park","4606 Westway Park Blvd"," HOUSTON"
1026192,"Comfort Suites Hobby Airport Houston","9120 Airport Blvd I-45 & Airport"," HOUSTON"
559491,"Holiday Inn Express & Suites Houston East","11460 East Fwy"," HOUSTON"
1212489,"Candlewood Suites Houston Medical Center","10025 Main St"," HOUSTON"
8806112,"TownePlace Suites Houston Galleria Area","5315 S Rice Ave"," HOUSTON"
12287844,"Staybridge Suites Houston- Medical Center","9000 Main Street"," HOUSTON"
108060,"Sonesta Simply Suites Houston Clear Lake NASA","2737 Bay Area Blvd"," HOUSTON"
107930,"Sonesta Simply Suites Houston Galleria Medical Center","4900 Loop Central Dr"," HOUSTON"
223178,"Holiday Inn Express & Suites Houston North Intercontinental","125 Airtex Dr"," HOUSTON"
1485278,"Townhouse Houston North Freeway","10155 North Freeway"," HOUSTON"
107954,"TownePlace Suites Houston Energy Corridor/Katy Freeway","15155 Katy Fwy"," HOUSTON"
249655,"Americas Best Value Inn & Suites Houston NE","9720 Eastex Fwy # 1/2"," HOUSTON"
12608611,"Holiday Inn Express & Suites - Houston SW - Sharpstown","6978 N. Windwater Parkway"," HOUSTON"
10920523,"Palace Inn Blue Hwy 6 & Westpark Tollway","3584 Highway 6 S"," HOUSTON"
17765191,"Red Roof Inn Houston - Willowbrook","19319 Tomball Parkway"," HOUSTON"
223138,"Americas Best Value Inn & Suites - Downtown","2536 North Fwy - Downtown"," HOUSTON"
10259419,"Palace Inn Houston Northwest 290","8135 Jones Rd"," HOUSTON"
6420060,"Home Place Inn","10000 South Main Street"," HOUSTON"
108151,"Econo Lodge Houston Lobby","9000 Airport Blvd"," HOUSTON"
11732118,"Regency Inn and Suites","3617 E Crosstimbers Strret"," HOUSTON"
12668197,"WoodSpring Suites Houston Northwest","5350 W Sam Houston Pkwy N"," HOUSTON"
21506994,"Heights House Hotel","100 W Cavalcade St"," HOUSTON"
12795185,"Econo Lodge Inn & Suites","19029 Tomball Pkwy"," HOUSTON"
18176869,"Fairfield by Marriott Houston Brookhollow","4850 Federal Plaza Dr."," HOUSTON"
107787,"Budgetel Inn Houston","904 Nasa Pkwy"," HOUSTON"
107802,"Econo Lodge Brookhollow","6630 Hoover St U.S. 290 & Bingle Road"," HOUSTON"
21181719,"Sonder - Mid Main Lofts","3550 Main St"," HOUSTON"
12685870,"Palace Inn Blue TX-249","18935 Tomball Parkway"," HOUSTON"
217741,"Red Roof Inn Houston IAH Airport JFK BLVD","15675 John F Kennedy Blvd"," HOUSTON"
652950,"Palace Inn Houston","2027 S Wayside Dr"," HOUSTON"
3308100,"Motel 6 Houston - Brookhollow","5555 W 34th St"," HOUSTON"
12205783,"Scottish Inns and Suites","15101 Katy Fwy Energy Corridor"," HOUSTON"
226721,"Studio 6 Houston - Westchase","3030 W Sam Houston Pkwy S Beltway 8 at Westheimer Road"," HOUSTON"
1733514,"Extended Stay America - Houston - IAH Airport","1500 N Sam Houston Pkwy E"," HOUSTON"
1382899,"WoodSpring Suites Houston I-10 West","121 Baker Rd"," HOUSTON"
99014,"Days Inn by Wyndham Houston","11002 Northwest Fwy"," HOUSTON"
1526288,"Scottish Inns & Suites","16150 Timber Creek Place Ln"," HOUSTON"
650546,"Symphony Inn & Suites","11744 Southwest Fwy (59 South At Wilcrest)"," HOUSTON"
223160,"Days Inn & Suites by Wyndham Houston North/Aldine","10137 North Fwy"," HOUSTON"
107903,"Howard Johnson by Wyndham Houston Downtown","4602 Katy Freeway/I-10"," HOUSTON"
107718,"America's Inn","10552 Southwest Fwy Houston Southwest Hwy 59 @ Beltway 8"," HOUSTON"
243103,"OYO Hotel Houston Soutwest I-69","9638 Plainfield St U.S 59 exit Bissonnet Street"," HOUSTON"
596446,"Texan Inn & Suites","12223 Veterans Memorial Dr"," HOUSTON"
1627951,"Hobby Airport Inn","8800 Airport Blvd"," HOUSTON"
16844067,"Motel 6 Houston - Downtown North","4965 Airline Dr"," HOUSTON"
18721088,"Econo Lodge","16324 FM529"," HOUSTON"
20365762,"Days Inn & Suites By Wyndham Downtown/University Of Houston","6190 Gulf Fwy"," HOUSTON"
12520197,"Haven Inn And Suites Willowbrook","17119 State Highway 249"," HOUSTON"
108002,"Hyatt House Houston-West/Energy Corridor","15405 Katy Fwy"," HOUSTON"
247108,"Hilton Garden Inn Houston NW/Willowbrook","7979 Willow Chase Blvd"," HOUSTON"
1478311,"Homewood Suites by Hilton Houston Northwest Cy-Fair","13110 Wortham Center Dr"," HOUSTON"
1416435,"TownePlace Suites Houston Intercontinental Airport","4015 Interwood N Pkwy"," HOUSTON"
1773009,"Holiday Inn Express Hotel & Suites Houston NW-Beltway 8-West Road","9120 West Rd"," HOUSTON"
98979,"Crowne Plaza Houston River Oaks","2712 Southwest Fwy"," HOUSTON"
6610271,"Days Inn & Suites by Wyndham Houston North Spring","16021 North Fwy"," HOUSTON"
878451,"MainStay Suites Texas Medical Center/Reliant Park","3134 Old Spanish Trl"," HOUSTON"
109751,"Hampton Inn Houston-Brookhollow","12909 Northwest Fwy"," HOUSTON"
107844,"Residence Inn Houston by The Galleria","2500 McCue Rd"," HOUSTON"
585164,"Residence Inn Houston West/Energy Corridor","1150 Eldridge Pkwy"," HOUSTON"
107908,"Fairfield Inn & Suites Houston Westchase","2400 W Sam Houston Pkwy S"," HOUSTON"
286988,"Residence Inn Houston-West University","2939 Westpark Dr"," HOUSTON"
1846923,"Sleep Inn & Suites I-45 North","222 Airtex Dr at I-45 N"," HOUSTON"
6820799,"TownePlace Suites by Marriott Houston Westchase","10610 Westpark Dr"," HOUSTON"
1879027,"Four Points by Sheraton Houston Hobby Airport","8720 Gulf Fwy"," HOUSTON"
108004,"Days Inn & Suites On FM 1960 Houston by Wyndham Hotels","410 Fm 1960 RD I45 Exit"," HOUSTON"
13847729,"Sleep Inn & Suites Near Westchase","3850 Wilcrest Dr Westchase District"," HOUSTON"
223227,"Wingate Houston Bush Intercontinental Airport Iah","1330 N Sam Houston Pkwy E"," HOUSTON"
107957,"Towneplace Suites Houston Brookhollow","12820 Northwest Fwy"," HOUSTON"
1556786,"Sleep Inn & Suites Hwy 290 / NW Freeway","5451 NW Central Dr"," HOUSTON"
1724007,"Candlewood Suites I-10 East","1020 Maxey Rd"," HOUSTON"
293234,"Hotel Ylem","8080 Main St"," HOUSTON"
17764498,"Scottish Inns And Suites Scarsdale","14130 Gulf Fwy"," HOUSTON"
19811990,"Crystal Inn Downtown","5006 North Fwy"," HOUSTON"
20303470,"Mustang Inn","11014 S Sam Houston Pkwy W"," HOUSTON"
19121299,"Holiday Inn Express & Suites Houston - North I45 Spring","1010 FM 1960 Rd"," HOUSTON"
23044054,"Super 8 By Wyndham Houston Nw Beltway 8","8926 West Rd"," HOUSTON"
15014846,"House Hotel","14750 Piping Rock Ln"," HOUSTON"
223153,"Hampton Inn & Suites Houston-Cypress Station","150 Wagon Point Dr"," HOUSTON"
223187,"TownePlace Suites Houston Northwest","11040 Louetta Rd"," HOUSTON"
223155,"Staybridge Suites Houston NW Willowbrook","18828 State Highway 249"," HOUSTON"
10619143,"Fairfield Inn & Suites Houston Northwest/Willowbrook","10825 North Gessner Road"," HOUSTON"
1237172,"Candlewood Suites Houston NW - Willowbrook","8719 FM 1960 West"," HOUSTON"
223140,"Comfort Suites","11440 Clay Rd"," HOUSTON"
240436,"Rest Up Inn","10015 South Main Street"," HOUSTON"
107769,"Fairfield Inn & Suites Houston North/Cypress Station","17617 North Fwy"," HOUSTON"
107929,"Sonesta Simply Suites Houston W Beltway","4033 W Sam Houston Pkwy S"," HOUSTON"
7173372,"Comfort Suites Houston Northwest Cy-Fair","13355 Fm 1960 Rd W"," HOUSTON"
258634,"Scottish Inn & Suites Reliant Park/Six Flags","8510 Almeda Rd (Loop 610 & Almeda Rd)"," HOUSTON"
2531544,"Super 8 by Wyndham Houston North I-45","16222 North Fwy"," HOUSTON"
223141,"Comfort Suites Westchase","2830 Wilcrest Dr Westhimer and Wilcrest Dr."," HOUSTON"
266158,"Americas Best Value Inn-Houston/Hobby Airport","8888 Gulf Fwy From N Exit 36 From S Exit 38"," HOUSTON"
223158,"Clarion Inn & Suites West Chase","2930 W Sam Houston Pkwy S"," HOUSTON"
8547052,"Palace Inn Gulfgate","6658 Gulf Fwy"," HOUSTON"
10363883,"Palace Inn City Center","1307 W Sam Houston Pkwy N"," HOUSTON"
11707065,"Select Inn and Suites","9025 North Fwy"," HOUSTON"
1147065,"WoodSpring Suites Houston Westchase","5959 W Sam Houston Pkwy S"," HOUSTON"
19120447,"Scottish Inn & Suites","15700 Kuykendahl Rd"," HOUSTON"
3502306,"Downtowner Inn and Suites Hobby","7117 Monroe Rd"," HOUSTON"
5982748,"Sterling Inn and Suites at Reliant and Medical Center Houston","2500 S Loop W"," HOUSTON"
99024,"Studio 6 Houston, TX- Intercontinental Airport South","6 N Sam Houston Pkwy E"," HOUSTON"
239859,"Studio 6 Houston Northwest","14255 Northwest Fwy U.S. 290 at Fairbanks North Houston Road"," HOUSTON"
14070303,"Motel 6 Houston, TX - North","12550 Kuykendahl Rd"," HOUSTON"
13140898,"Palace Inn Beltway & Westview","1340 W Sam Houston Pkwy N"," HOUSTON"
1146180,"Days Inn by Wyndham Houston East","10801 East Fwy"," HOUSTON"
815515,"Palace Inn TX 249","14720 State Highway 249"," HOUSTON"
15465034,"The Residency Suites","9818 W Little York Rd"," HOUSTON"
558038,"Regency Inn & Suites","10801 East Fwy"," HOUSTON"
631351,"Scottish Inns & Suites","2531 Farm to Market 1960 Rd E"," HOUSTON"
240445,"Scottish Inns Westcott Street","6677 Westcott St"," HOUSTON"
107884,"Americas Best Value Inn & Suites - Houston / Brookhollow Northwest","12170 Northwest Fwy"," HOUSTON"
13498714,"Candlewood Suites Houston - Spring","16027 North Fwy"," HOUSTON"
240483,"Super 8 by Wyndham Houston/Brookhollow NW","5655 W 34th St Highway 290 West & 34th Street"," HOUSTON"
12855137,"Scottish Inn & Suites Fry Rd Houston","2434 North Fry Road"," HOUSTON"
10793180,"America's Inn & Suites Willowbrook","8711 FM 1960 West"," HOUSTON"
268142,"Americas Best Value Platinum Inn & Suites","11011 North Fwy"," HOUSTON"
5298049,"Southmore Boulevard Motel","3528 Southmore Blvd"," HOUSTON"
649739,"Camelot Inn & Suites","10807 Veterans Memorial Dr"," HOUSTON"
12185790,"Astro Best Inn","9430 Main St"," HOUSTON"
2359574,"Camelot Inn","9521 W Little York Rd"," HOUSTON"
2160816,"Woodland Inn & Suites","Northwest Freeway"," HOUSTON"
1484167,"Palace Inn Sam Houston Parkway North","5420 E Sam Houston Pkwy N"," HOUSTON"
10259218,"Rodeway Inn & Suites","17715 Westfield Place Dr"," HOUSTON"
1577352,"Red Roof Inn Houston North - FM1960 & I-45","17111 North Fwy"," HOUSTON"
254040,"Moonlight Inn and Suites","8228 Gulf Fwy"," HOUSTON"
652904,"Palace Inn","4115 Highway 6 N"," HOUSTON"
244196,"Motel 6 Houston, TX - 249/Willowbrook","7505 Fallbrook Dr"," HOUSTON"
8501340,"Downtowner Inns","16230 North Fwy"," HOUSTON"
1138042,"Candlewood Suites Westchase-Westheimer","11280 Westheimer Rd"," HOUSTON"
239857,"Studio 6 Houston - Spring","220 Bammel Westfield Rd I-45 at FM 1960"," HOUSTON"
1751874,"Executive Inn & Suites Houston","6711 Telephone Rd"," HOUSTON"
1563890,"Best Way Inn Houston","3100 Holmes Rd"," HOUSTON"
223134,"SpringHill Suites Houston Hobby Airport","7922 Mosley Rd"," HOUSTON"
98946,"Scottish Inn Hobby Airport","8381 Broadway St"," HOUSTON"
277892,"Budget Host Hempstead Inn","12708 Hempstead Rd"," HOUSTON"
7218076,"Palace Inn Sam Houston Race Park","8920 West Rd"," HOUSTON"
108006,"Motel 7","10155 East Fwy I-10 and Mercury"," HOUSTON"
1237870,"Crystal Suites","12962 South Fwy"," HOUSTON"
107999,"EconoLodge Inn & Suites Houston West - Energy Corridor","715 Highway 6 S"," HOUSTON"
244316,"Studio 6 Houston West","1255 Highway 6 N I-10 at SR 6/Exit #751"," HOUSTON"
7171080,"Palace Inn Kingwood","50 Sorters McClellan Rd"," HOUSTON"
15812026,"Luxury Inn And Suits","1202 N Sam Houston Pkwy E"," HOUSTON"
665252,"Palace Inn Houston Airport","1202 N Sam Houston Pkwy E"," HOUSTON"
21268662,"Sonder - Virage","100 Detering St"," HOUSTON"
17761777,"Americas Best Value Inn & Suites Houston Veterans Memorial","11225 Veterans Memorial Dr"," HOUSTON"
4136717,"Palace Inn Antoine","3421 Antoine Dr"," HOUSTON"
266145,"Residence Inn Houston Northwest/Willowbrook","7311 W Greens Rd"," HOUSTON"
244314,"Motel 6 Houston NRG Park - Reliant Stadium","3223 South Loop W"," HOUSTON"
20342582,"Sonder - Hermann Park","5927 Almeda Rd"," HOUSTON"
12993906,"InTown Suites","12485 Gulf Fwy"," HOUSTON"
98940,"Houston Inn and Suites","2200 S Wayside Dr"," HOUSTON"
2437479,"Western Inn Motel","1500 North Loop"," HOUSTON"
1657903,"Econo Lodge - Near Houston Medical Center - NRG Park","3138 Old Spanish Trl"," HOUSTON"
19120445,"Lotus Inn","11510 Bammel North Houston Rd"," HOUSTON"
19646914,"Palace Inn Blue Federal Road","12700 East Fwy"," HOUSTON"
21266630,"Red Carpet Inn Gulf Fwy Houston, TX","6161 Gulf Fwy"," HOUSTON"
23169432,"Sonder - Bayou on The Bend","5201 Memorial Drive"," HOUSTON"
20264497,"Crystal Inn","954 W Mount Houston Rd"," HOUSTON"
23166801,"Residence 1960 Suites","4434 Cypress Creek Pkwy"," HOUSTON"
13625788,"Hotel Vue","14575 North Fwy"," HOUSTON"
14910181,"Palace Inn Bissonnet","9317 W Sam Houston Pkwy S"," HOUSTON"
12426160,"Palace Inn Blue US-59 & Gessner","8200 Southwest Fwy"," HOUSTON"
17531882,"Atlantis Inn Suites","11714 Texas 249"," HOUSTON"
4414179,"Palace Inn","11450 Telephone Rd"," HOUSTON"
21155325,"Hotel Royale","250 Farm to Market 1960 Road East"," HOUSTON"
16646899,"Palace Inn-529","6975 Barker Cypress Rd"," HOUSTON"
12229568,"Crystal Inn","10830 Main St"," HOUSTON"
20302775,"Cypress Inn & Suites","4726 Cypress Creek Pkwy"," HOUSTON"
21248147,"Scottish Inns & Suites IAH Airport-Beltway 8","1202 N Sam Houston Pkwy E"," HOUSTON"
21379551,"Hotel Solara Hobby","9109 Gulf Fwy"," HOUSTON"
20309842,"Sonder - The Hogg Palace","401 Louisiana St"," HOUSTON"
17521224,"Maxim III Motel","4700 W Fuqua St"," HOUSTON"
4378120,"Moonlight Inn & Suites","17140 Northwest Fwy"," HOUSTON"
15022234,"Hotel Bel Air","13800 Bellaire Blvd"," HOUSTON"
23116277,"The Fairfield Inn & Suites Houston East Energy Corridor","11080 Katy Fwy"," HOUSTON"
6353784,"Redwood Suites","11840 S Sam Houston Pkwy W"," HOUSTON"
13139165,"Palace Inn Harwin","6623 Harwin Dr"," HOUSTON"
11904353,"Red Roof Inn Houston East - I-10","11999 East Fwy"," HOUSTON"
12712165,"Staybridge Suites Houston Westchase","9901 United Drive"," HOUSTON"
109748,"Hotel Houston Medical Center/NRG Park","7710 Main St"," HOUSTON"
19865397,"WhyHotel Downtown Houston Convention Center","1515 Austin St"," HOUSTON"
1630591,"Crowne Plaza","7443 Cullen Blvd"," HOUSTON"
73481,"Holiday Inn Express - Houston","4434 FM 1960 Road West"," HOUSTON"
5535133,"Moody Manor","7706 Main St"," HOUSTON"
99109,"The Houstonian Hotel, Club & Spa","111 N Post Oak Ln"," HOUSTON"
1100784,"Jesse H. Jones Rotary House International","1600 Holcombe Blvd"," HOUSTON"
1015206,"Crowne Plaza Suites Houston - Near Sugar Land","9090 Southwest Fwy"," HOUSTON"
99055,"Omni Houston Hotel at Westside","13210 Katy Fwy"," HOUSTON"
257507,"Four Points by Sheraton Houston Greenway Plaza","2828 Southwest Fwy"," HOUSTON"
98966,"Wyndham Houston West Energy Corridor","14703 Park Row"," HOUSTON"
98997,"Hilton Houston Galleria Area","6780 Southwest Fwy"," HOUSTON"
108054,"TownePlace Suites Houston NASA/Clear Lake","1050 Bay Area Blvd"," HOUSTON"
258875,"Comfort Suites","1055 McNee Rd East of Main Street"," HOUSTON"
99013,"Red Roof Inn & Suites Houston - Hobby Airport","9902 Gulf Fwy"," HOUSTON"
570092,"Scottish Inns & Suites Houston - Hwy 6 South","8415 Highway 6 S"," HOUSTON"
239355,"Super 8 by Wyndham Houston/I-10/Federal Road","1217 Federal Rd"," HOUSTON"
223641,"Holiday Inn Express Hotel & Suites Houston/Kingwood","22675 Highway 59 N"," HOUSTON"
266125,"Super 8 by Wyndham Houston Hobby Airport North","7775 Airport Blvd"," HOUSTON"
2686185,"Island Suites Hobby Airport","11635 Gulf Fwy"," HOUSTON"
99082,"Super 8 Houston/I-45 North","4045 North Fwy"," HOUSTON"
6211946,"Rose Garden Suites","12420 S Sam Houston Pkwy W"," HOUSTON"
223168,"Oakwood at 2400 Fountainview","2400 Fountain View Dr"," HOUSTON"
1647932,"Regency Motel","2859 Reed Rd"," HOUSTON"
108136,"Medical Center Inn & Suites","9000 Main St"," HOUSTON"
240438,"Downtowner Inn Houston","2510 Hamilton St"," HOUSTON"
122740,"Solaris Hotel and Resorts","2400 Augusta Dr"," HOUSTON"
99067,"Four Points by Sheraton Houston Citycentre","10655 Katy Fwy"," HOUSTON"
557401,"Braeswood Hotel & Convention Center","2100 S Braeswood Blvd"," HOUSTON"
1007915,"Scottish Inn and Suites","11130 Telephone Rd"," HOUSTON"
1160746,"La Quinta Inn Houston Wirt Road","8017 Katy Fwy"," HOUSTON"
99106,"Motel 6 Houston Medical Center - Reliant Park","9911 Buffalo Speedway"," HOUSTON"
99094,"Rodeway Inn Southwest Freeway","3135 Southwest Fwy"," HOUSTON"
98986,"Hospitality Inn","8700 Main St"," HOUSTON"
488773,"Airport Inn And Suites","8115 Easthaven Blvd"," HOUSTON"
